Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
29708,0,0,0,0,-1,-1,1,0,3,0,-1,0,3,-1,1,-2,0,1,-1,1,0,0,0,-1,0,2,2,-1,0,1,1,0,-2,0,0,3,0,-1,0,0,0,-2,1,0,0,0,-1,0,0,0,0,-1,2,0,-2,0,0,1,1,-1,ISFP
18891,0,1,0,-2,-1,-2,-2,0,-1,0,-2,3,2,-1,0,2,1,2,0,0,-1,1,0,0,0,-3,1,0,1,0,2,1,-3,0,1,-1,3,-2,0,1,-1,-1,-1,2,-1,0,-2,0,2,0,0,1,-1,0,-1,0,0,-2,3,2,INFP
16455,0,0,0,-2,0,-1,-2,0,2,-1,-2,-1,-2,-1,-3,1,0,1,0,-1,0,2,0,0,-2,1,1,0,2,1,1,0,-1,1,3,-2,-2,1,1,-1,0,1,0,3,-2,0,1,-1,0,-1,0,0,1,1,0,0,0,-2,0,0,INTJ
48488,0,-1,0,2,-2,-1,-2,0,-2,-1,0,-2,1,3,-3,1,0,2,1,0,0,1,0,-1,-2,-3,-1,0,-3,1,1,0,2,-1,3,-2,-3,-3,1,1,-3,3,-1,3,-2,0,-3,0,0,0,0,0,-3,0,1,0,0,-3,-2,-3,ENFJ
58548,0,0,-1,2,1,1,1,0,2,0,-1,1,-2,-1,0,0,2,0,0,3,0,1,0,0,3,1,1,0,-3,1,2,0,0,0,0,-2,-1,2,0,1,1,-1,2,-1,2,0,2,0,0,0,0,-1,2,0,0,0,-1,3,-3,1,ESFJ
56069,0,1,0,-3,-2,0,1,0,0,0,-1,-2,1,3,0,1,2,1,1,0,0,0,1,0,2,0,-2,0,-2,1,0,0,-2,0,-3,0,-2,2,-1,1,-2,-1,-3,-1,-2,0,-1,0,-2,-1,0,0,2,0,1,0,0,1,3,1,INFJ
24446,0,0,1,-1,-2,0,1,0,0,0,0,2,2,2,0,-2,-1,2,0,-2,0,0,0,0,1,1,1,0,0,-1,2,0,-2,0,2,-2,-1,-1,1,0,0,-1,1,1,-2,0,-2,0,-1,0,0,0,0,0,-2,0,0,1,-2,0,ENFP
39281,0,0,1,0,0,-1,-3,0,-2,0,1,0,-2,2,-1,-3,0,0,0,2,0,1,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,0,1,2,-1,1,-1,1,-2,0,1,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,ISFJ
35937,-1,0,0,2,-3,-2,0,0,0,0,-1,1,-1,0,1,-1,1,-1,2,0,0,0,0,0,-1,0,1,0,-2,1,2,1,-1,0,0,1,2,-2,0,0,-2,-1,-2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,-3,ENTP
9342,0,0,1,0,-2,-1,0,0,1,0,1,0,-1,1,0,0,2,1,-1,2,0,0,0,0,-1,0,-2,0,-2,0,0,0,0,0,-2,0,1,-1,-1,-1,0,-2,-2,-1,-1,0,-2,-1,2,0,0,1,2,0,0,1,-1,1,-1,0,INTJ
58510,0,0,2,-3,0,2,-1,0,0,0,0,1,0,0,2,-2,-1,-1,0,-3,0,-1,0,0,-1,-1,2,0,1,3,1,0,2,0,-1,0,-2,0,-1,2,0,-2,0,-1,1,0,1,0,-1,0,0,0,2,0,-1,-1,0,-2,1,-2,ESTP
54251,0,0,0,-1,-2,0,-1,0,-1,0,-2,3,1,-1,-1,0,1,-1,-1,-3,0,2,0,1,-1,-2,1,0,-1,-2,-2,0,-2,0,1,2,1,-2,-2,-2,-2,-1,0,0,-1,0,1,0,2,0,1,0,-1,0,-1,0,0,0,2,-2,ESTJ
7716,0,0,3,2,0,-2,0,1,-1,0,0,-1,2,-2,2,-2,-1,1,-1,0,0,1,0,0,1,-2,-2,0,-3,0,-1,0,0,0,1,0,1,-3,1,-1,1,-2,2,-2,0,0,1,0,3,1,0,0,-1,0,0,0,0,-1,1,3,ISFJ
9653,0,0,-1,0,0,-1,-1,0,2,0,0,1,2,1,-1,0,-2,3,1,2,-1,2,0,0,0,1,-1,1,-2,-3,-2,0,-1,0,0,2,-1,-2,0,-3,-1,0,-1,-2,1,0,0,0,3,0,0,0,-1,0,1,0,0,-1,-1,0,ISFP
47703,0,0,2,-2,0,0,-1,0,1,0,1,2,2,-2,-1,-1,2,1,-1,1,0,1,0,-1,1,-1,0,0,0,1,2,0,0,0,-1,0,0,-2,-2,-2,-1,-2,2,2,-3,0,2,0,2,1,0,1,0,0,2,0,0,-2,-1,1,INFP
8680,0,0,0,-1,1,1,-1,0,2,0,-3,-1,-1,-3,0,1,0,0,2,1,0,2,0,0,-1,1,1,0,0,1,-1,0,0,0,2,-3,-2,1,2,-2,0,1,-1,2,0,0,2,0,3,-1,0,0,-1,-1,1,0,0,0,1,-1,INTJ
33810,0,0,-1,1,-2,0,-1,1,1,0,-3,0,1,-2,-3,2,0,-1,-1,-2,0,-2,0,0,0,1,0,0,0,-1,-2,0,-2,1,1,-2,0,-3,2,1,2,1,-2,1,-1,0,-1,0,1,0,0,0,0,-1,0,0,0,3,-1,2,INTP
22100,0,0,-3,0,1,-3,0,0,-1,0,0,-3,-3,-1,-1,0,-2,0,-3,-1,0,-1,-1,0,0,1,1,-1,-2,-2,1,1,2,0,-1,0,0,-2,-1,2,0,3,-1,-2,0,1,-1,0,-2,1,0,0,0,0,0,0,0,2,2,1,ESTP
29387,0,1,0,1,-3,-2,-1,0,2,0,2,-2,0,2,2,0,2,-1,-1,0,0,1,0,0,-2,2,-1,0,-2,-1,0,0,1,0,-1,3,-3,-1,-1,-2,-1,0,0,1,1,0,1,0,1,0,0,0,1,0,2,0,0,-1,0,1,INTJ
9455,0,0,0,2,-2,1,-1,0,3,1,-3,0,1,-3,-2,1,0,0,0,0,0,1,0,0,-2,0,0,0,1,-1,1,1,-3,0,-2,-3,-2,-1,0,-1,-1,0,-2,2,0,1,-1,0,2,0,0,0,-1,0,-2,0,0,0,1,2,INFP
14050,0,0,0,0,2,2,-2,0,-1,0,1,-1,-1,-1,3,3,2,0,0,0,0,0,0,0,-1,1,0,0,-1,0,1,0,-3,0,2,1,0,-1,0,0,3,-2,1,2,0,0,-3,0,1,0,0,0,0,0,0,0,0,-1,0,1,ISTJ
39821,0,0,-1,-3,0,-1,-2,0,-1,-1,0,2,-3,-2,0,0,0,1,1,-1,0,1,1,0,0,-2,0,1,2,-1,-1,0,-1,0,-3,0,0,0,1,0,-3,1,-1,1,-3,0,3,0,-1,0,0,0,-2,0,0,-1,0,-3,2,3,ISFJ
9238,0,0,2,1,0,0,-2,0,1,0,-1,2,-1,-2,-1,1,1,3,0,-1,0,0,0,0,0,-3,-2,0,0,-3,0,0,1,0,-3,-3,-1,-1,0,-1,-1,2,2,2,-2,0,1,1,0,0,0,0,0,0,-3,0,0,1,0,1,ISFJ
51676,0,1,3,0,-1,1,-1,0,2,0,-1,1,-1,0,2,-1,-2,-3,-3,1,0,0,0,0,0,-2,2,0,2,-2,-2,0,2,0,3,-2,2,2,-1,-3,-1,2,2,0,2,0,-2,0,1,0,0,0,-3,0,3,0,1,1,1,-3,INFJ
20897,0,0,1,-1,-2,1,1,0,2,0,3,0,-2,2,1,0,1,1,-1,2,0,1,0,0,0,-1,-1,0,0,0,-2,-1,-1,0,-2,0,3,0,-2,1,1,0,-1,-1,0,0,-2,0,-1,0,0,0,0,0,0,0,0,2,1,0,INFJ
45570,0,0,2,1,0,0,1,0,1,0,-1,0,1,2,3,-2,-1,2,3,-2,-1,1,0,0,1,1,1,0,0,-2,0,0,-1,0,1,-1,-1,-1,1,-1,1,1,3,2,-1,0,-1,0,1,0,0,0,2,0,-1,0,0,1,1,-2,ENFP
48997,0,0,3,-3,-1,2,1,0,1,0,-2,-3,-2,-1,1,3,3,3,-1,-2,0,2,0,0,0,-1,-1,0,-2,2,1,-1,0,0,0,2,0,-3,1,2,1,-3,2,1,-2,0,-2,1,0,0,0,0,0,0,-1,0,1,2,0,2,ISTJ
5016,0,1,-1,0,-1,-2,0,0,0,0,0,-2,-2,-1,2,-2,1,1,-1,-3,0,1,0,0,-2,-2,-2,0,0,0,-2,0,0,0,-1,0,-2,1,-1,1,-1,1,1,1,-3,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,ISFJ
25386,0,0,-2,-1,-1,-2,0,1,1,0,0,-1,0,0,-3,1,-2,-2,0,-3,0,2,1,0,1,2,1,0,2,0,0,0,-2,0,1,-2,-1,-1,1,-1,-1,0,0,2,0,1,2,0,0,0,0,0,0,-1,1,0,0,1,1,2,INTP
51936,0,1,-3,2,-1,-3,-3,0,1,0,-3,2,-3,-1,-3,-3,-1,-3,0,1,0,2,0,0,0,3,0,0,1,1,3,0,-2,0,3,1,-1,0,3,0,-3,1,-1,-1,-3,0,2,0,-2,0,0,-1,-1,0,0,0,0,0,1,-1,ENFJ
55277,0,0,0,-2,-2,0,0,0,0,-1,-1,0,1,0,0,-2,1,-3,-1,1,0,-1,0,0,-2,2,-1,0,0,0,2,0,2,0,-2,0,-1,-1,1,-2,-2,0,-1,0,1,0,1,0,-2,0,0,0,-2,0,3,0,0,-2,1,-1,INFP
39055,0,-1,0,3,-2,-1,-2,0,-1,-1,1,-1,0,1,2,1,1,3,1,-1,0,1,0,0,1,3,0,0,-2,1,1,0,1,0,3,-1,-1,2,1,-1,-1,0,2,0,-1,0,-1,0,1,0,1,0,0,0,1,0,0,1,1,0,ENFP
16285,0,0,2,-2,-2,-2,-3,0,-1,0,1,-1,0,1,1,-1,0,-3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,-2,0,-2,0,2,0,1,0,1,-1,-1,1,1,0,-2,0,2,0,0,0,1,0,-1,0,0,-2,0,-1,ISTP
27042,0,0,1,1,1,1,-3,0,0,0,-1,2,1,-1,1,1,0,0,-2,2,0,1,-1,0,1,-1,3,0,0,-1,-1,0,1,0,-2,2,2,-1,1,-2,0,-1,2,0,1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,2,-2,0,ISFP
17958,0,0,0,1,-3,0,0,0,0,-1,-2,-1,2,1,-2,0,-1,0,0,2,0,3,0,0,1,-1,-2,0,2,-1,-1,0,-2,0,2,1,1,-1,-1,0,-1,0,0,-2,0,0,0,0,1,0,0,0,2,0,2,0,0,-1,1,1,ISFJ
12353,0,0,0,3,0,-2,1,1,2,0,2,-1,0,2,1,-1,-1,2,-2,2,0,2,0,0,-1,1,-1,-1,-2,2,0,0,2,0,0,0,-1,1,-1,0,-1,-3,-3,1,-1,0,0,0,3,1,0,0,0,0,1,0,0,1,1,2,INTJ
30342,0,0,1,1,2,3,-1,0,3,0,-1,-3,3,-2,0,-1,-1,3,0,2,0,-2,0,0,1,-2,-3,0,1,0,-2,0,-1,0,1,-3,-3,1,1,3,-1,0,1,0,0,0,-3,0,0,0,0,-1,-1,-1,2,0,0,0,-1,2,ISTP
7502,0,0,0,0,-3,-3,-1,0,-1,0,1,-1,-1,3,2,0,1,1,-2,1,0,3,0,0,-1,0,-1,0,-2,1,2,0,1,0,-3,2,0,0,-1,0,-1,1,-1,-1,-1,0,-1,0,0,1,0,0,0,1,1,0,0,0,0,0,INTJ
37059,0,-1,1,-2,0,0,1,0,2,0,0,-1,0,-1,1,-2,-1,0,3,2,0,0,1,0,1,-1,0,0,-2,1,-1,0,-2,0,0,-2,-1,2,0,1,-3,-2,1,-2,0,0,1,0,1,0,0,0,-2,0,1,-1,1,-2,0,-2,ISTP
37435,0,0,1,2,1,-1,-1,0,-2,0,2,2,-1,0,0,-1,0,1,-2,-2,0,2,0,0,-2,0,-2,0,1,-1,-1,0,-1,0,1,-1,0,-3,-1,-2,-1,3,-1,3,-2,0,2,1,2,0,-1,0,0,0,2,0,0,1,1,1,ESFJ
56218,0,0,3,2,3,-1,-1,0,0,0,0,-2,-2,0,1,1,0,1,-1,-2,0,0,0,0,1,-2,0,0,-1,1,-2,0,0,0,2,1,-1,1,2,-2,-2,-2,3,0,1,0,-2,0,0,0,0,1,0,0,-2,0,0,1,0,2,ENFP
40607,0,0,-1,-3,-2,-2,0,0,-1,0,-1,0,-2,0,1,1,1,2,1,-3,0,0,0,0,-1,0,-1,0,2,-1,-3,0,2,0,-2,-2,0,1,0,-3,-2,2,-2,2,-2,0,2,0,1,0,0,0,-2,-1,-1,0,0,0,1,0,ISFJ
31416,0,0,0,-1,3,2,1,0,2,0,-3,2,0,-1,1,2,2,1,0,-1,-1,2,-1,0,1,0,1,0,-2,1,-1,0,2,1,-1,0,-3,1,1,-1,2,-1,1,0,1,-1,1,0,0,0,0,0,1,0,1,0,0,3,-1,-1,ESFJ
52885,0,0,-3,-2,-2,-2,-1,0,-1,0,-2,-1,1,0,-3,3,-1,-1,1,-2,0,-2,0,0,-1,2,2,0,-2,1,-1,0,-1,0,3,1,-1,-3,3,1,0,2,-2,3,-2,0,-2,0,1,0,0,0,2,0,1,-1,0,0,2,2,INTP
14385,0,0,2,-1,3,2,0,0,0,0,2,-1,1,-2,2,0,1,0,-3,0,0,2,0,0,-1,1,-2,0,1,3,1,0,-1,1,2,0,-1,0,2,-1,1,0,0,2,-2,0,-2,0,0,0,0,0,3,-1,2,0,0,1,0,0,ISTJ
17753,1,0,0,1,-2,0,-3,0,1,1,-3,2,-3,1,3,2,1,-2,0,-2,0,2,0,0,-2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,-3,0,0,2,3,2,1,-1,0,2,0,0,1,1,0,0,0,0,0,-3,-1,INFJ
14107,0,0,-3,0,1,1,-2,0,0,0,0,1,0,-1,0,2,0,-2,-1,-2,0,0,0,1,-1,-2,-2,0,-3,0,0,0,-1,0,2,-1,0,0,1,0,-2,-1,2,3,2,0,1,0,1,0,-1,0,-2,0,0,0,0,-1,-1,2,ESTJ
28908,0,0,0,1,-1,-2,-3,0,1,0,-3,3,0,-1,-1,-2,-1,3,1,0,-1,1,0,0,1,2,1,0,1,3,-1,0,-1,0,2,1,-1,1,-1,-1,-2,3,-1,3,0,0,3,0,1,0,0,0,-2,0,0,0,0,2,0,0,ESFJ
9641,0,0,-1,-1,-1,1,-1,0,0,0,0,0,0,2,2,-3,0,-1,1,0,0,0,0,0,0,-3,-1,0,0,-1,0,0,-2,1,-2,3,2,1,3,2,3,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,-2,3,ISFP
26816,0,0,0,2,0,-1,0,0,1,0,0,2,-2,1,1,1,0,-1,0,1,0,0,0,-1,0,1,-2,0,1,3,-1,0,-3,0,1,-2,-1,-1,0,2,3,0,1,-3,-2,0,-1,0,2,0,0,0,-1,0,-1,0,0,2,2,1,ESFP
43839,0,0,0,-1,-2,-1,-3,0,2,0,2,2,-1,0,3,-1,2,1,1,2,0,3,0,0,-1,1,2,0,0,2,1,0,0,0,-2,1,1,-2,-1,-3,-1,-2,-2,3,-2,0,-2,1,2,0,0,0,2,0,0,0,0,1,1,2,INTJ
17150,0,0,-2,-1,-2,2,-1,0,1,0,-2,2,-2,0,2,0,0,1,2,-1,-1,2,0,-1,0,-2,-1,0,1,1,-2,0,-1,0,-3,2,1,1,-1,0,3,1,-2,-2,1,0,1,0,2,0,0,0,-1,1,2,0,0,-2,-1,3,ISFP
52589,0,0,-1,-1,-1,0,0,0,2,0,0,-3,-2,-2,2,2,0,-1,2,0,0,1,0,-1,-2,2,3,0,1,-2,1,0,1,-1,1,-3,-2,1,3,-3,2,0,-2,-1,1,0,2,0,1,0,1,0,0,0,-1,0,0,0,3,-3,INTJ
32973,0,0,0,1,0,-2,-2,0,0,0,-2,2,-2,-1,0,3,3,3,3,2,0,1,0,0,-1,-1,-1,0,1,-2,0,1,1,0,1,-3,-1,1,-2,1,0,2,-1,3,-2,0,0,0,-1,0,0,0,-1,0,-2,-1,0,-3,0,0,ISFJ
1862,0,0,-3,0,0,-2,-2,0,3,0,-1,0,-1,3,2,3,-1,0,-1,3,1,-2,1,0,-1,1,1,0,-1,0,0,0,-1,1,2,-2,-1,2,0,1,1,2,1,0,-1,0,-1,0,1,0,0,0,2,0,-1,0,0,1,-1,1,ESFP
10184,0,0,0,0,1,-1,-1,0,-1,-1,2,1,0,-1,2,-1,-1,-3,2,-1,0,0,0,0,2,-2,-1,0,2,0,-2,0,-3,0,-2,0,3,2,-1,0,1,0,-2,2,1,0,-1,0,1,0,0,0,2,0,-2,0,0,0,-1,-2,ISTP
801,-1,0,0,0,1,-1,-1,0,0,-1,2,1,3,0,-1,-2,1,3,-2,1,0,1,0,0,1,2,0,0,0,3,1,0,1,0,2,-2,1,2,3,-1,-1,-2,1,-1,0,0,2,0,1,-1,0,0,-1,0,-1,0,1,2,-2,0,ENFJ
26609,0,0,1,-1,0,2,-2,0,1,0,-2,1,1,-2,-3,2,-1,-1,-1,1,0,2,0,0,0,-1,1,0,1,-2,0,0,-2,0,-2,-2,-1,-1,-2,-2,-1,-1,-2,2,-1,-1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,2,INFP
27871,0,0,-2,2,0,-2,-1,0,0,-1,0,3,0,-1,0,1,0,-1,0,2,0,-3,0,0,-3,1,-1,0,1,1,0,0,-1,0,1,-2,-1,-1,2,2,2,-1,2,-3,-2,1,1,0,1,0,0,0,2,0,2,0,1,1,-1,-2,ESFP
30006,0,0,-1,-2,1,-2,0,-1,0,0,-2,0,2,-1,-2,-3,0,2,2,-1,0,0,0,0,-2,0,3,0,1,-1,1,0,1,0,-1,0,1,1,-1,-1,3,0,-2,1,-1,0,1,0,1,0,0,1,-2,0,0,-1,0,1,0,1,ENTJ
4467,1,0,2,1,1,2,2,0,-1,0,1,1,2,2,1,-1,-1,-1,0,-1,0,1,0,0,0,0,1,0,0,-2,0,0,-3,0,1,0,-2,-2,-1,-1,2,1,0,2,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,1,-2,ENFP
50732,0,0,-1,-2,0,0,0,0,0,-1,0,1,-1,0,0,0,0,2,1,-1,0,1,1,0,-1,-2,1,0,2,-1,-1,0,-1,0,-2,-3,-1,1,0,-2,-1,2,0,2,-2,0,0,0,0,1,0,0,0,0,-1,0,0,-2,0,2,ISFJ
52306,0,0,0,-1,1,2,0,0,1,1,0,2,0,-2,0,1,0,-1,0,-1,0,0,0,0,-1,-2,0,0,-1,0,-2,0,1,0,1,-2,1,0,-2,1,-1,1,3,3,-1,0,3,1,1,0,0,-1,0,0,1,0,-1,-2,-1,-1,INFJ
16128,1,0,-2,-1,-2,-2,-1,0,-3,0,1,0,-2,-2,3,-1,2,-2,-1,-3,0,1,0,1,0,-1,-2,0,1,-1,1,0,2,0,-1,1,1,1,-3,-2,0,-1,2,0,1,0,2,0,2,0,0,0,-2,0,2,0,0,0,1,1,ISFJ
25290,1,0,1,2,-1,-1,1,0,1,0,1,3,1,2,-3,-1,0,0,-2,0,0,-3,0,0,0,2,0,0,0,1,0,0,3,0,2,-1,-2,0,1,0,-1,-1,0,3,-1,0,1,0,-1,0,1,0,0,0,1,0,1,1,-1,-1,ENFJ
17731,0,0,2,-2,0,-2,0,0,-2,0,-1,-1,3,0,3,-2,3,-2,1,1,0,1,0,1,-1,0,-2,0,0,0,0,0,-1,0,-2,-2,0,2,3,-2,-3,-1,-3,0,0,0,-1,0,0,0,0,0,3,0,0,0,0,-1,0,1,ISTJ
25968,0,0,0,0,1,2,0,0,3,0,1,2,-3,-1,-1,1,-1,-1,2,1,0,2,0,0,3,1,3,0,-1,1,-1,0,-1,0,0,-1,-2,2,-1,1,2,-3,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,-2,1,ESFJ
53528,0,0,2,-3,0,1,0,0,-1,0,-1,2,2,1,-1,-1,1,1,-3,1,0,3,0,1,-1,1,-1,0,-1,0,2,0,-2,0,1,-2,-1,-3,-2,-3,-1,-2,0,3,-3,-1,1,0,1,0,0,0,-1,1,1,0,0,-3,2,3,INFP
22655,0,0,-2,-2,0,0,-1,0,1,0,0,3,-2,0,-2,0,-1,-2,1,-2,0,2,0,0,-2,-1,0,0,-2,-2,-3,0,0,0,-2,2,0,2,-1,-3,1,0,-1,1,-3,0,-1,0,-3,0,0,0,1,0,0,0,0,-2,0,0,ESTJ
4727,0,1,2,2,1,0,0,0,-1,0,-1,-2,-2,0,1,1,1,-3,-1,-2,0,0,0,0,-1,0,0,0,3,-1,1,0,-1,0,2,1,1,1,0,-1,1,-1,1,0,-1,0,1,0,-1,0,0,1,2,0,2,0,0,2,1,2,INTP
31540,0,0,-3,2,-1,0,0,0,1,0,-3,0,-2,2,-1,-1,0,0,0,-1,0,-2,0,0,0,-1,-2,0,1,1,-2,0,1,0,1,-1,-3,0,1,3,-1,2,2,0,-3,0,-3,0,0,0,0,0,2,0,-2,0,1,1,-2,2,ESFP
27884,0,0,-1,-2,0,1,2,0,-1,0,2,3,-3,2,0,1,-3,0,0,-1,0,-1,-1,0,0,-2,-1,0,-2,2,-3,0,-2,0,3,2,-2,-1,1,-1,1,2,2,-1,-1,0,-1,-1,0,0,0,0,-2,0,-2,0,0,-2,1,1,ESFP
6377,0,0,-3,-2,0,1,-2,0,2,0,-2,0,-1,1,2,0,-1,1,1,3,1,2,0,0,2,1,0,0,-1,-1,-2,-1,-3,1,-2,2,2,2,2,-1,0,3,-1,0,-1,0,2,0,2,0,0,1,-1,0,-1,0,0,-2,-1,2,ISFP
2166,0,0,-2,-2,-3,1,-1,0,0,0,1,3,-1,1,3,0,-2,0,2,2,0,1,0,0,1,0,0,0,-1,0,-1,0,-1,0,1,0,1,2,0,0,0,0,-2,1,-1,0,1,0,2,0,0,0,-2,0,0,0,0,-1,0,1,ISFP
24526,0,0,0,1,-2,-1,0,0,2,0,0,0,-1,0,-2,-2,-1,1,-2,2,0,1,0,-1,3,-2,0,0,-1,0,-2,0,-3,0,-2,0,2,-1,0,0,-2,-3,1,-1,1,0,1,0,-1,0,0,0,2,-1,3,0,0,-2,2,3,ISFJ
29444,0,0,-1,2,0,1,-2,-1,-2,0,0,0,-2,-2,-3,1,1,-1,-1,-2,0,-3,0,0,1,0,2,-1,-1,-1,-1,0,-3,0,2,2,2,0,-1,-2,-1,-3,-1,-1,0,0,1,0,1,0,0,0,1,0,-1,0,0,0,1,-2,ENTP
25791,0,0,2,0,1,3,0,1,0,0,3,2,-1,0,1,3,1,0,-2,1,0,-2,0,0,-3,-1,3,0,2,1,1,0,2,0,-1,1,-3,1,-1,0,0,1,0,0,-1,0,-2,0,-2,1,0,0,-2,0,-3,0,0,0,0,1,INFP
51115,-1,0,1,2,0,-3,0,0,-2,0,0,0,2,-3,-1,-2,0,3,2,2,0,-2,0,0,2,1,0,0,-3,-1,1,0,-1,0,1,2,2,0,1,-2,1,-2,0,0,-3,0,-3,0,0,0,0,0,1,0,0,0,-1,-2,3,1,ISFJ
16981,0,1,0,2,-3,-2,0,-1,-2,1,0,-1,0,0,-1,-1,-1,0,1,1,0,1,0,0,-3,1,-2,0,-1,2,2,0,0,0,1,-2,-1,-2,1,-1,-2,3,0,0,-1,0,0,1,-1,1,0,0,-2,0,1,0,0,-2,2,-2,ENFJ
13409,1,0,-2,0,-2,0,-2,0,3,0,1,3,0,3,-2,1,0,1,-3,1,0,-1,0,0,1,0,-1,0,1,2,-2,0,1,0,0,-1,-2,-2,1,1,2,0,0,-2,0,0,0,0,3,0,0,0,2,0,1,0,0,-1,-2,1,ESFP
52001,0,0,-1,-1,1,2,-1,0,0,-1,-2,0,2,-1,0,-1,1,-2,1,0,1,1,0,1,0,0,-2,0,0,3,1,0,3,0,0,0,-1,1,0,-1,2,-2,1,1,0,0,0,-1,1,0,0,0,-2,0,0,0,0,-2,-2,0,INFP
47273,0,0,-3,-2,-1,1,-3,0,3,0,1,2,-3,1,2,-1,-3,-1,-2,-1,0,3,0,-1,0,-1,-2,0,0,1,-2,0,0,1,-3,0,2,2,0,0,1,1,-3,-2,3,0,1,1,3,0,0,0,1,0,1,0,0,-3,2,3,ISFP
21105,0,0,1,-1,2,1,2,0,0,0,0,-1,0,-2,0,-3,-2,-2,2,-1,0,-2,0,0,-1,-1,1,0,0,2,2,0,2,0,0,-2,1,0,-2,1,0,1,2,1,2,0,1,0,-1,0,0,0,1,0,1,0,0,0,3,-2,ESTP
37012,0,0,2,0,0,-1,-2,0,3,0,0,-1,-1,-1,-2,-1,0,0,1,1,0,1,0,0,-1,-2,2,0,0,0,-3,0,-2,0,2,2,1,-3,0,0,-3,0,0,-2,-1,-1,-2,0,1,0,-1,0,0,0,1,0,0,-1,2,2,ISFJ
39744,0,0,-2,-2,0,3,0,0,-1,0,-2,-1,2,-2,0,-1,1,-2,1,-2,0,1,0,0,0,1,-1,-1,2,2,0,0,-1,0,-3,-1,-2,-1,0,-3,0,0,0,0,-1,0,0,0,-1,0,0,0,-3,0,1,0,0,-1,1,-3,INFP
55910,0,0,2,-2,1,2,0,0,0,0,2,-2,0,-2,-1,-1,-2,1,2,-3,0,-2,1,0,1,-1,1,1,0,2,2,0,1,0,0,-1,0,-2,1,1,3,-2,1,-1,3,0,1,0,0,-1,0,0,3,0,1,0,0,-3,3,0,ESTP
32309,0,0,1,-1,0,0,-1,0,1,0,-1,1,0,-2,-2,0,-1,-2,-1,-1,0,1,0,0,0,1,-1,0,1,3,-2,0,-2,0,0,0,-1,-1,2,-1,1,2,-1,2,-1,0,-1,0,2,0,0,0,2,0,0,0,0,1,0,3,INTP
